ID;USERID;SHOPCOUNT;PRODUCTCOUNT;TOTALCOUNT;TIME;IPCOUNT;BOOTH_ID;SUBINDUSTRY;SUBMARKET;SUBMARKET_1;MARKET_NAME;INDUSTRY_NAME
32404743;shop_111103         ;0;1;1;20140812;1;770744;68;1004;1004;三区市场;办公学习用品
32404744;Y4-0752             ;1;1;2;20140812;2;809099;153;1008;1008;篁园服装市场;衬衫及其他
32404745;shop_108059         ;0;1;1;20140812;1;809828;148;1008;1008;篁园服装市场;童装
32404746;0323028             ;0;2;2;20140812;2;773482;84;1004;1004;三区市场;眼镜
32404747;0218257B            ;1;16;17;20140812;11;773511;500;1003;1003;二区市场;电池/灯/电筒(电子)
32404748;0218240             ;0;1;1;20140812;1;762203;500;1003;1003;二区市场;电池/灯/电筒(电子)
32404749;01A4352B            ;0;3;3;20140812;3;755856;7;1001;1001;一区市场;珠宝首饰
32404750;Y4-1000             ;1;8;9;20140812;8;804411;153;1008;1008;篁园服装市场;衬衫及其他
32404751;0321737             ;1;3;4;20140812;4;769553;107;1004;1004;三区市场;笔墨纸制品
32404752;01A2640A            ;1;3;4;20140812;4;755743;115;1001;1001;一区市场;玩具
32404753;01A2021             ;0;5;5;20140812;4;751178;115;1001;1001;一区市场;玩具
32404754;0218528             ;0;1;1;20140812;1;764726;22;1003;1003;二区市场;钟表
32404755;0214687             ;5;11;16;20140812;11;776279;17;1003;1003;二区市场;五金工具/配件
32404756;0441881             ;0;2;2;20140812;2;794445;44;1006;1006;四区市场;毛线
32404757;0325365             ;0;2;2;20140812;2;783530;68;1004;1004;三区市场;办公学习用品
32404758;0324624A            ;0;1;1;20140812;1;768342;68;1004;1004;三区市场;办公学习用品
32404759;01A31461            ;0;4;4;20140812;4;760184;6;1001;1001;一区市场;头饰
32404760;0430549A            ;0;2;2;20140812;2;779482;130;1006;1006;四区市场;袜类
32404761;0443107A            ;0;1;1;20140812;1;789313;80;1006;1006;四区市场;鞋类
32404762;0325427             ;0;5;5;20140812;4;769773;68;1004;1004;三区市场;办公学习用品
32404763;0324386             ;0;2;2;20140812;2;780243;68;1004;1004;三区市场;办公学习用品
32404764;0217013B            ;2;5;7;20140812;6;773913;18;1003;1003;二区市场;五金厨卫
32404765;01A4032             ;0;5;5;20140812;4;760052;6;1001;1001;一区市场;头饰
32404766;01A1923A            ;0;1;1;20140812;1;754039;115;1001;1001;一区市场;玩具
32404767;0213797             ;0;3;3;20140812;3;776257;17;1003;1003;二区市场;五金工具/配件
32404768;01A2261A            ;1;1;2;20140812;2;757122;115;1001;1001;一区市场;玩具
32404769;shop_99572          ;0;2;2;20140812;2;768436;109;1004;1004;三区市场;化妆品配件
32404770;0218126A            ;0;3;3;20140812;3;765574;20;1003;1003;二区市场;电讯器材
32404771;0211853             ;0;2;2;20140812;2;763996;15;1003;1003;二区市场;箱包
32404772;01AA110B            ;0;2;2;20140812;2;756738;1;1001;1001;一区市场;花类
32404773;0430488             ;1;1;2;20140812;2;782144;130;1006;1006;四区市场;袜类
32404774;Y4-0366A            ;0;2;2;20140812;1;810089;147;1008;1008;篁园服装市场;睡衣
32404775;0443593A            ;1;2;3;20140812;3;792738;80;1006;1006;四区市场;鞋类
32404776;0213923             ;0;8;8;20140812;7;760492;17;1003;1003;二区市场;五金工具/配件
32404777;02193421            ;1;10;11;20140812;8;754769;31;1003;1003;二区市场;五金电器
32404778;shop_111328         ;1;2;3;20140812;3;769146;68;1004;1004;三区市场;办公学习用品
32404779;0214259             ;1;2;3;20140812;3;765198;17;1003;1003;二区市场;五金工具/配件
32404780;01F3-060            ;1;4;5;20140812;4;752708;513;1001;1001;一区市场;辅房(饰品·工艺品·配件)
32404782;0562506             ;1;19;20;20140812;16;799934;63;1007;1007;五区市场;床上用品
32404783;0210125B            ;2;3;5;20140812;4;764888;24;1003;1003;二区市场;伞具
32404784;0564450             ;0;1;1;20140812;1;799320;140;1007;1007;五区市场;窗帘布类
32404785;0444115B            ;0;2;2;20140812;2;785057;80;1006;1006;四区市场;鞋类
32404786;01A6646A            ;0;3;3;20140812;3;757546;9;1001;1001;一区市场;装饰工艺
32404787;0443847             ;0;2;2;20140812;2;787751;80;1006;1006;四区市场;鞋类
32404788;01A2417B            ;0;6;6;20140812;6;760204;115;1001;1001;一区市场;玩具
32404789;0446286A            ;0;6;6;20140812;3;792132;131;1006;1006;四区市场;皮带/配件
32404790;01A1483A            ;1;6;7;20140812;6;757953;115;1001;1001;一区市场;玩具
32404791;0217981B            ;1;1;2;20140812;2;762256;20;1003;1003;二区市场;电讯器材
32404792;Y4-0538A            ;0;1;1;20140812;1;806986;149;1008;1008;篁园服装市场;羊毛衫
32404793;Y4-0305A1           ;2;2;4;20140812;4;808955;147;1008;1008;篁园服装市场;睡衣
32404794;0322441             ;0;2;2;20140812;2;771058;107;1004;1004;三区市场;笔墨纸制品
32404795;0213752             ;1;7;8;20140812;8;762984;17;1003;1003;二区市场;五金工具/配件
32404796;01A4352A            ;1;5;6;20140812;6;753058;7;1001;1001;一区市场;珠宝首饰
32404797;Y1-0759A            ;0;2;2;20140812;1;803276;143;1008;1008;篁园服装市场;牛仔
32404798;0448342             ;0;1;1;20140812;1;798008;86;1006;1006;四区市场;文胸内衣
32404799;0565059             ;3;4;7;20140812;7;799128;151;1007;1007;五区市场;针纺布类
32404800;shop_99547          ;0;1;1;20140812;1;811358;63;1007;1007;五区市场;床上用品
32404801;shop_112177         ;0;3;3;20140812;3;812987;15;1003;1003;二区市场;箱包
32404802;0443567A            ;0;1;1;20140812;1;793053;80;1006;1006;四区市场;鞋类
32404803;shop_111911         ;1;3;4;20140812;4;773860;109;1004;1004;三区市场;化妆品配件
32404804;0211254             ;0;2;2;20140812;2;766956;15;1003;1003;二区市场;箱包
32404805;shop_111151         ;1;1;2;20140812;2;759624;65;1004;1004;三区市场;服装辅料
32404806;01A2636             ;4;18;22;20140812;13;812851;115;1001;1001;一区市场;玩具
32404807;Y3-0072A            ;1;2;3;20140812;3;802893;144;1008;1008;篁园服装市场;女装
32404808;0442491             ;0;1;1;20140812;1;792240;80;1006;1006;四区市场;鞋类
32404809;0570730             ;4;15;19;20140812;11;100002071;600;1007;1007;五区市场;网商服务
32404810;0327448A            ;1;3;4;20140812;4;768367;104;1004;1004;三区市场;纽扣/拉链
32404811;01A4050             ;0;1;1;20140812;1;760064;6;1001;1001;一区市场;头饰
32404812;0327692A            ;1;9;10;20140812;10;768802;104;1004;1004;三区市场;纽扣/拉链
32404813;0437473A            ;2;3;5;20140812;4;783467;134;1006;1006;四区市场;手套
32404814;shop_99523          ;0;2;2;20140812;2;812182;63;1007;1007;五区市场;床上用品
32404815;0323899B            ;0;1;1;20140812;1;777092;68;1004;1004;三区市场;办公学习用品
32404816;shop_111184         ;0;1;1;20140812;1;778678;78;1006;1006;四区市场;日用百货
32404817;01AA192             ;0;2;2;20140812;2;754230;1;1001;1001;一区市场;花类
32404818;0437482             ;0;2;2;20140812;2;779839;132;1006;1006;四区市场;针棉织品
32404819;0434240             ;0;7;7;20140812;6;788800;78;1006;1006;四区市场;日用百货
32404820;01A4974             ;0;3;3;20140812;2;752260;7;1001;1001;一区市场;珠宝首饰
32404821;Y5-0387A            ;0;11;11;20140812;3;805373;148;1008;1008;篁园服装市场;童装
32404822;0448080             ;0;12;12;20140812;10;768895;514;1006;1006;四区市场;服饰
32404823;0214884             ;0;1;1;20140812;1;761255;17;1003;1003;二区市场;五金工具/配件
32404824;0436198A            ;0;1;1;20140812;1;779438;78;1006;1006;四区市场;日用百货
32404825;0565367             ;1;1;2;20140812;1;800596;151;1007;1007;五区市场;针纺布类
32404827;0324444A            ;1;5;6;20140812;5;780325;68;1004;1004;三区市场;办公学习用品
32404828;0216592             ;0;9;9;20140812;8;757496;18;1003;1003;二区市场;五金厨卫
32404829;shop_105839         ;0;4;4;20140812;2;776529;130;1006;1006;四区市场;袜类
32404830;shop_110483         ;0;1;1;20140812;1;756367;6;1001;1001;一区市场;头饰
32404831;01A2233             ;0;2;2;20140812;2;751162;115;1001;1001;一区市场;玩具
32404832;shop_120909         ;0;2;2;20140812;2;774412;20;1003;1003;二区市场;电讯器材
32404833;01A58301            ;0;2;2;20140812;2;752991;7;1001;1001;一区市场;珠宝首饰
32404834;Y5-0584B            ;0;1;1;20140812;1;807347;148;1008;1008;篁园服装市场;童装
32404835;02172861            ;0;1;1;20140812;1;762339;19;1003;1003;二区市场;小家电
32404836;0216445             ;1;4;5;20140812;4;766861;18;1003;1003;二区市场;五金厨卫
32404837;Y4-0248A            ;0;1;1;20140812;1;807763;147;1008;1008;篁园服装市场;睡衣
32404839;01A6798B            ;0;2;2;20140812;2;759908;9;1001;1001;一区市场;装饰工艺
32404840;0431085B            ;0;1;1;20140812;1;773689;130;1006;1006;四区市场;袜类
32404841;0447200             ;0;1;1;20140812;1;795901;88;1006;1006;四区市场;围巾
32404842;shop_114590         ;0;1;1;20140812;1;100007984;521;1007;1007;五区市场;中国结
32404843;shop_104126         ;0;2;2;20140812;2;754140;6;1001;1001;一区市场;头饰
32404844;01A6646B            ;0;3;3;20140812;3;757547;9;1001;1001;一区市场;装饰工艺
32404845;0219687             ;0;1;1;20140812;1;771630;517;1003;1003;二区市场;钟表
32404846;Y4-0551B            ;3;10;13;20140812;12;810510;149;1008;1008;篁园服装市场;羊毛衫
32404847;01A5263A            ;0;1;1;20140812;1;754824;7;1001;1001;一区市场;珠宝首饰
32404848;0442873             ;0;2;2;20140812;2;785021;80;1006;1006;四区市场;鞋类
32404849;0434410A2           ;1;1;2;20140812;2;788427;78;1006;1006;四区市场;日用百货
32404850;0210218             ;1;2;3;20140812;3;764683;24;1003;1003;二区市场;伞具
32404851;0438388A            ;0;1;1;20140812;1;787979;133;1006;1006;四区市场;帽子
32404852;0213043             ;0;1;1;20140812;1;766012;23;1003;1003;二区市场;锁具
32404853;0325395             ;4;4;8;20140812;6;771835;508;1004;1004;三区市场;户外用品
32404854;shop_118928         ;1;1;2;20140812;2;755513;7;1001;1001;一区市场;珠宝首饰
32404855;0211878             ;3;3;6;20140812;5;776245;15;1003;1003;二区市场;箱包
32404856;01A1834A            ;2;2;4;20140812;4;756232;115;1001;1001;一区市场;玩具
32404857;03211401            ;1;2;3;20140812;3;768540;107;1004;1004;三区市场;笔墨纸制品
32404858;01A2758             ;1;2;3;20140812;3;756479;115;1001;1001;一区市场;玩具
32404859;01A5541             ;0;1;1;20140812;1;755504;7;1001;1001;一区市场;珠宝首饰
32404860;0447313B            ;1;1;2;20140812;2;790834;88;1006;1006;四区市场;围巾
32404861;Y1-0528B            ;0;1;1;20140812;1;804111;143;1008;1008;篁园服装市场;牛仔
32404862;0214541             ;3;6;9;20140812;8;766251;17;1003;1003;二区市场;五金工具/配件
32404863;0431329             ;1;1;2;20140812;2;773706;130;1006;1006;四区市场;袜类
32404864;shop_116423         ;0;4;4;20140812;4;797852;78;1006;1006;四区市场;日用百货
32404865;0438830A            ;0;1;1;20140812;1;795036;133;1006;1006;四区市场;帽子
32404866;01A4716B            ;1;3;4;20140812;4;755667;7;1001;1001;一区市场;珠宝首饰
32404867;shop_102827         ;0;2;2;20140812;2;812463;63;1007;1007;五区市场;床上用品
32404868;0215234A            ;1;2;3;20140812;3;776723;17;1003;1003;二区市场;五金工具/配件
32404869;0214283B            ;0;2;2;20140812;2;777481;17;1003;1003;二区市场;五金工具/配件
32404870;shop_110241         ;0;2;2;20140812;2;758811;7;1001;1001;一区市场;珠宝首饰
32404871;01A7664B            ;0;2;2;20140812;2;752402;9;1001;1001;一区市场;装饰工艺
32404872;0437269A            ;0;1;1;20140812;1;786579;134;1006;1006;四区市场;手套
32404873;0217637             ;1;2;3;20140812;3;774413;20;1003;1003;二区市场;电讯器材
32404874;shop_121344         ;3;14;17;20140812;8;806897;147;1008;1008;篁园服装市场;睡衣
32404875;01A8302             ;2;4;6;20140812;4;752867;13;1001;1001;一区市场;旅游工艺
32404876;0437261A1           ;0;2;2;20140812;1;789704;134;1006;1006;四区市场;手套
32404877;0570699             ;0;9;9;20140812;6;100000932;600;1007;1007;五区市场;网商服务
32404878;Y1-0231A            ;1;1;2;20140812;2;802576;141;1008;1008;篁园服装市场;裤
32404879;shop_104380         ;1;6;7;20140812;6;809651;149;1008;1008;篁园服装市场;羊毛衫
32404880;0450643             ;0;2;2;20140812;2;813860;514;1006;1006;四区市场;服饰
32404881;0217544B            ;2;13;15;20140812;7;765781;20;1003;1003;二区市场;电讯器材
32404882;01A2333A            ;4;19;23;20140812;20;755048;115;1001;1001;一区市场;玩具
32404883;shop_119856         ;0;10;10;20140812;9;754165;6;1001;1001;一区市场;头饰
32404884;01A4493             ;0;3;3;20140812;2;750652;6;1001;1001;一区市场;头饰
32404885;0211959A            ;0;1;1;20140812;1;766059;15;1003;1003;二区市场;箱包
32404886;0445391             ;0;2;2;20140812;2;797698;131;1006;1006;四区市场;皮带/配件
32404887;04415481            ;3;2;5;20140812;2;788527;80;1006;1006;四区市场;鞋类
32404888;01A6730B            ;1;2;3;20140812;3;755646;9;1001;1001;一区市场;装饰工艺
32404889;0210452             ;0;1;1;20140812;1;759764;14;1003;1003;二区市场;雨披/包装袋
32404890;0442835             ;0;1;1;20140812;1;790686;80;1006;1006;四区市场;鞋类
32404891;0436051             ;0;3;3;20140812;3;783977;78;1006;1006;四区市场;日用百货
32404892;01A8202B2           ;1;2;3;20140812;3;749174;13;1001;1001;一区市场;旅游工艺
32404893;01A6689A            ;0;1;1;20140812;1;759871;9;1001;1001;一区市场;装饰工艺
32404894;shop_97675          ;0;1;1;20140812;1;802685;141;1008;1008;篁园服装市场;裤
32404895;01A5512             ;1;3;4;20140812;4;757377;7;1001;1001;一区市场;珠宝首饰
32404896;0569270             ;0;1;1;20140812;1;811666;145;1007;1007;五区市场;汽摩配件
32404897;01AA763             ;0;8;8;20140812;7;753826;1;1001;1001;一区市场;花类
32404898;0211286A            ;0;1;1;20140812;1;766976;15;1003;1003;二区市场;箱包
32404899;0441480             ;1;3;4;20140812;2;100002047;80;1006;1006;四区市场;鞋类
32404900;03L3-3032B          ;0;1;1;20140812;1;778979;515;1004;1004;三区市场;辅料配件
32404901;04476361            ;1;4;5;20140812;4;789346;86;1006;1006;四区市场;文胸内衣
32404902;0435505             ;0;2;2;20140812;2;786036;78;1006;1006;四区市场;日用百货
32404903;Y3-0280B            ;0;2;2;20140812;2;804265;144;1008;1008;篁园服装市场;女装
32404904;shop_110902         ;0;1;1;20140812;1;774419;21;1003;1003;二区市场;电子仪器/照相器材
32404905;0569058             ;0;4;4;20140812;4;813771;146;1007;1007;五区市场;汽车用品
32404906;01A2022             ;1;3;4;20140812;3;751140;115;1001;1001;一区市场;玩具
32404907;0446781B            ;0;2;2;20140812;2;797901;88;1006;1006;四区市场;围巾
32404908;01A5275A            ;0;1;1;20140812;1;758192;7;1001;1001;一区市场;珠宝首饰
32404909;01AA332B            ;0;2;2;20140812;2;750270;1;1001;1001;一区市场;花类
32404910;01A4976             ;0;3;3;20140812;3;754758;7;1001;1001;一区市场;珠宝首饰
32404911;0430408A            ;0;5;5;20140812;4;783569;130;1006;1006;四区市场;袜类
32404912;01F1-190            ;1;2;3;20140812;3;100007469;7;1001;1001;一区市场;珠宝首饰
32404913;0213057             ;0;6;6;20140812;5;767088;23;1003;1003;二区市场;锁具
32404914;01AA982A            ;1;3;4;20140812;2;756819;115;1001;1001;一区市场;玩具
32404915;0217257             ;1;2;3;20140812;3;773490;19;1003;1003;二区市场;小家电
32404916;0219381             ;2;16;18;20140812;13;762434;31;1003;1003;二区市场;五金电器
