ID;USERID;SHOPCOUNT;PRODUCTCOUNT;TOTALCOUNT;TIME;IPCOUNT
32403262;Y4-0116A            ;0;1;1;20140812;1
32403263;0435693A            ;1;1;2;20140812;2
32403264;Y2-0601B            ;3;1;4;20140812;3
32403265;0443725             ;1;1;2;20140812;2
32403266;shop_120510         ;0;2;2;20140812;2
32403267;0218403B            ;0;1;1;20140812;1
32403268;01F1-176            ;0;1;1;20140812;1
32403269;0210342             ;0;3;3;20140812;3
32403270;0216323             ;0;2;2;20140812;2
32403271;0436049B            ;0;1;1;20140812;1
32403272;0447063             ;0;1;1;20140812;1
32403273;0443060             ;0;1;1;20140812;1
32403274;01A6193             ;0;1;1;20140812;1
32403275;0442147             ;0;1;1;20140812;1
32403276;shop_106284         ;1;1;2;20140812;2
32403277;Y1-0001B            ;0;1;1;20140812;1
32403278;Y2-0342             ;2;2;4;20140812;3
32403279;0325450B1           ;0;1;1;20140812;1
32403280;0214850             ;0;1;1;20140812;1
32403281;Y1-0513A            ;0;1;1;20140812;1
32403282;0215351             ;0;2;2;20140812;2
32403283;0441944A            ;0;1;1;20140812;1
32403284;0447097             ;0;1;1;20140812;1
32403285;0214188             ;0;1;1;20140812;1
32403286;0213581             ;0;1;1;20140812;1
32403287;0434430B            ;0;3;3;20140812;2
32403288;shop_114596         ;1;1;2;20140812;2
32403289;0448415A            ;1;1;2;20140812;2
32403290;shop_117825         ;0;3;3;20140812;3
32403291;shop_110342         ;0;2;2;20140812;2
32403292;0447893             ;0;1;1;20140812;1
32403293;0431209A            ;1;1;2;20140812;2
32403294;0218703             ;1;1;2;20140812;2
32403295;0562192             ;0;1;1;20140812;1
32403296;01AA643             ;0;1;1;20140812;1
32403297;0446831             ;0;1;1;20140812;1
32403298;0323997B            ;0;1;1;20140812;1
32403299;shop_101686         ;0;1;1;20140812;1
32403300;01A1212             ;2;1;3;20140812;2
32403301;01A7654             ;0;2;2;20140812;1
32403302;0443364A            ;1;1;2;20140812;2
32403303;shop_110994         ;0;2;2;20140812;2
32403304;0215211B            ;1;1;2;20140812;2
32403305;0325579             ;0;2;2;20140812;2
32403306;Y4-0716A            ;0;1;1;20140812;1
32403307;0219338             ;0;1;1;20140812;1
32403308;01A66701            ;1;1;2;20140812;2
32403309;Y1-0242A            ;0;1;1;20140812;1
32403310;0213771             ;0;1;1;20140812;1
32403311;01F3-128            ;2;1;3;20140812;3
32403312;shop_101611         ;0;1;1;20140812;1
32403313;0219586             ;0;1;1;20140812;1
32403314;shop_110243         ;0;1;1;20140812;1
32403315;01A8587A            ;0;1;1;20140812;1
32403316;0434313A            ;0;1;1;20140812;1
32403317;0216890             ;1;1;2;20140812;2
32403318;01A5208B            ;0;2;2;20140812;2
32403319;01A2174B            ;0;1;1;20140812;1
32403320;04316621            ;1;1;2;20140812;2
32403321;01A8808B            ;0;1;1;20140812;1
32403322;0441723             ;0;1;1;20140812;1
32403323;0442501             ;0;1;1;20140812;1
32403324;01A5136B            ;0;1;1;20140812;1
32403325;0211233B            ;1;3;4;20140812;4
32403326;0445365A            ;0;2;2;20140812;2
32403327;0565354B            ;0;1;1;20140812;1
32403328;0443246B            ;1;1;2;20140812;2
32403329;0211754             ;0;1;1;20140812;1
32403330;Y4-0403A            ;1;2;3;20140812;2
32403331;0212701             ;0;1;1;20140812;1
32403332;0445368A            ;0;1;1;20140812;1
32403333;Y3-0114A            ;0;1;1;20140812;1
32403334;shop_100417         ;0;1;1;20140812;1
32403335;0565490             ;0;3;3;20140812;3
32403336;Y4-0150A            ;0;1;1;20140812;1
32403337;0327580             ;1;1;2;20140812;2
32403338;0218032A            ;2;1;3;20140812;3
32403339;0324006             ;1;1;2;20140812;2
32403340;01A2127B            ;1;1;2;20140812;2
32403341;shop_99277          ;0;1;1;20140812;1
32403342;0441912             ;0;1;1;20140812;1
32403343;0214141             ;0;1;1;20140812;1
32403344;01A8146             ;1;2;3;20140812;3
32403345;0443039             ;0;1;1;20140812;1
32403346;Y4-0333A            ;0;1;1;20140812;1
32403347;0210534A            ;0;1;1;20140812;1
32403348;0321638             ;0;1;1;20140812;1
32403349;0562473             ;0;1;1;20140812;1
32403350;0213031B            ;0;2;2;20140812;2
32403351;0443888             ;0;1;1;20140812;1
32403352;01A6726A            ;1;1;2;20140812;2
32403353;0561139             ;0;2;2;20140812;2
32403354;0564351A            ;1;1;2;20140812;2
32403355;0431084             ;2;1;3;20140812;3
32403356;0562461             ;0;1;1;20140812;1
32403357;shop_112233         ;0;2;2;20140812;2
32403358;shop_109774         ;0;1;1;20140812;1
32403359;0216110B            ;1;1;2;20140812;2
32403360;0321708             ;0;1;1;20140812;1
32403361;01A3945             ;0;1;1;20140812;1
32403362;0446034A            ;0;1;1;20140812;1
32403363;shop_108935         ;0;1;1;20140812;1
32403364;Y1-0090             ;0;1;1;20140812;1
32403365;01A5134             ;1;1;2;20140812;2
32403366;0328219             ;0;1;1;20140812;1
32403367;04349201            ;0;3;3;20140812;3
32403368;0431383             ;1;1;2;20140812;2
32403369;0448526             ;0;1;1;20140812;1
32403370;0439042             ;0;1;1;20140812;1
32403371;0441460             ;0;2;2;20140812;2
32403372;shop_101810         ;0;1;1;20140812;1
32403373;01A6497             ;0;1;1;20140812;1
32403374;shop_106311         ;0;1;1;20140812;1
32403375;01A7098A            ;0;1;1;20140812;1
32403376;0435871A            ;0;2;2;20140812;2
32403377;0444414             ;1;1;2;20140812;2
32403378;01AAA72             ;0;1;1;20140812;1
32403379;02160251            ;0;1;1;20140812;1
32403380;Y4-0678B            ;0;3;3;20140812;3
32403381;0430662A            ;0;1;1;20140812;1
32403382;0213735B            ;0;1;1;20140812;1
32403383;0322778B            ;0;1;1;20140812;1
32403384;01A2465A            ;0;1;1;20140812;1
32403385;01A3948B            ;0;1;1;20140812;1
32403386;0213387A            ;0;1;1;20140812;1
32403387;0448006             ;0;1;1;20140812;1
32403388;01A7489             ;0;1;1;20140812;1
32403389;01AA139B            ;0;3;3;20140812;3
32403390;0445850             ;0;2;2;20140812;2
32403391;0447627             ;0;1;1;20140812;1
32403392;0215832             ;0;1;1;20140812;1
32403393;01A2804A            ;0;1;1;20140812;1
32403394;0439025A            ;0;2;2;20140812;2
32403395;01A4219A            ;0;1;1;20140812;1
32403396;0324278A            ;0;1;1;20140812;1
32403397;0327452A            ;1;1;2;20140812;2
32403398;01A3800             ;0;1;1;20140812;1
32403399;0210736             ;0;1;1;20140812;1
32403400;shop_97543          ;3;1;4;20140812;4
32403401;0435167A            ;0;1;1;20140812;1
32403402;Y4-0521A            ;1;1;2;20140812;2
32403403;01AAA28B            ;0;5;5;20140812;3
32403404;0566052             ;0;2;2;20140812;2
32403405;0434831A            ;0;3;3;20140812;3
32403406;Y2-0668A            ;0;1;1;20140812;1
32403407;shop_98181          ;0;1;1;20140812;1
32403408;0565853             ;0;1;1;20140812;1
32403409;01A54471            ;0;1;1;20140812;1
32403410;0446442A            ;0;2;2;20140812;2
32403411;0213732B            ;0;2;2;20140812;1
32403412;shop_117824         ;0;1;1;20140812;1
32403413;0436845             ;0;1;1;20140812;1
32403414;shop_105925         ;0;1;1;20140812;1
32403415;shop_117333         ;1;5;6;20140812;5
32403416;0211294             ;1;2;3;20140812;1
32403417;0563237             ;0;1;1;20140812;1
32403418;0322018             ;2;3;5;20140812;4
32403419;0325231             ;0;1;1;20140812;1
32403420;01A7070A            ;1;1;2;20140812;2
32403421;0324984A            ;0;1;1;20140812;1
32403422;0327258             ;0;1;1;20140812;1
32403423;01AA905             ;3;2;5;20140812;5
32403424;0568415             ;0;1;1;20140812;1
32403425;01A6564             ;0;1;1;20140812;1
32403426;0450884             ;0;1;1;20140812;1
32403427;0215379             ;0;1;1;20140812;1
32403428;0560563             ;1;2;3;20140812;3
32403429;0210849A            ;0;1;1;20140812;1
32403430;0325081             ;0;1;1;20140812;1
32403431;01A7653             ;0;1;1;20140812;1
32403432;01A9517             ;2;1;3;20140812;2
32403433;01A0123             ;0;2;2;20140812;1
32403434;shop_112871         ;0;1;1;20140812;1
32403435;shop_109492         ;0;1;1;20140812;1
32403436;01A4696A            ;0;1;1;20140812;1
32403437;Y4-0695A            ;0;2;2;20140812;2
32403438;0327894             ;1;1;2;20140812;2
32403439;0323581             ;0;2;2;20140812;2
32403440;01A1716             ;0;1;1;20140812;1
32403441;01A3455B1           ;0;2;2;20140812;2
32403442;01AA572A            ;0;1;1;20140812;1
32403443;0322131B            ;1;1;2;20140812;2
32403444;0440124             ;0;1;1;20140812;1
32403445;0215992             ;0;2;2;20140812;2
32403446;shop_97183          ;0;1;1;20140812;1
32403447;01A2081A1           ;2;1;3;20140812;2
32403448;Y4-0607A            ;0;1;1;20140812;1
32403449;01A6891A            ;1;1;2;20140812;2
32403450;0216855             ;0;1;1;20140812;1
32403451;0439082A            ;0;1;1;20140812;1
32403452;0441021A            ;0;2;2;20140812;1
32403453;01A60472            ;0;2;2;20140812;2
32403454;0447194A            ;0;2;2;20140812;2
32403455;01A7598             ;0;1;1;20140812;1
32403456;0325012A            ;0;1;1;20140812;1
32403457;01A1030B            ;0;1;1;20140812;1
32403458;0436121A            ;0;1;1;20140812;1
32403459;0325203             ;0;1;1;20140812;1
32403460;02163401            ;1;1;2;20140812;2
32403461;04372441            ;1;1;2;20140812;2
32403462;shop_111154         ;1;1;2;20140812;2
32403463;Y3-0756A            ;0;1;1;20140812;1
32403464;Y4-0037             ;0;1;1;20140812;1
32403465;Y2-1028             ;0;1;1;20140812;1
32403466;0431011B            ;1;2;3;20140812;3
32403467;0437631             ;0;2;2;20140812;2
32403468;0219111             ;0;1;1;20140812;1
32403469;01AA828B            ;1;1;2;20140812;2
32403470;01A8538B            ;0;1;1;20140812;1
32403471;04413591            ;0;1;1;20140812;1
32403472;shop_109993         ;0;1;1;20140812;1
32403473;0434787A            ;0;1;1;20140812;1
32403474;01A4468             ;3;1;4;20140812;2
32403475;01AA749B            ;0;1;1;20140812;1
32403476;0215438             ;0;2;2;20140812;2
32403477;0435120             ;1;1;2;20140812;2
32403478;0321550             ;0;1;1;20140812;1
32403479;01A50591            ;0;1;1;20140812;1
32403480;01A49092            ;0;1;1;20140812;1
32403481;0217297             ;0;1;1;20140812;1
32403482;0444145             ;0;1;1;20140812;1
32403483;0435213B            ;0;1;1;20140812;1
32403484;0212479             ;0;1;1;20140812;1
32403485;01A9111             ;1;1;2;20140812;2
32403486;0430737A            ;1;1;2;20140812;2
32403487;0436359             ;0;1;1;20140812;1
32403488;01AAA41A            ;1;1;2;20140812;2
32403489;01A4350A            ;0;1;1;20140812;1
32403490;0215219             ;1;2;3;20140812;2
32403491;0321818B            ;1;1;2;20140812;2
32403492;Y3-1000B            ;0;1;1;20140812;1
32403493;0440396A            ;0;1;1;20140812;1
32403494;0217727A            ;0;1;1;20140812;1
32403495;04349983            ;0;1;1;20140812;1
32403496;shop_116141         ;0;2;2;20140812;2
32403497;0435151             ;0;1;1;20140812;1
32403498;0432181             ;0;1;1;20140812;1
32403499;01A7052B            ;1;1;2;20140812;2
32403500;Y3-0612A            ;1;1;2;20140812;1
32403501;0446319A            ;0;1;1;20140812;1
32403502;Y1-0287A            ;0;1;1;20140812;1
32403503;01A6618A            ;0;1;1;20140812;1
32403504;0219411             ;1;1;2;20140812;2
32403505;01F2-080            ;0;1;1;20140812;1
32403506;01A66702            ;0;1;1;20140812;1
32403507;0219163             ;0;1;1;20140812;1
32403508;0434465             ;0;1;1;20140812;1
32403509;0325864A1           ;0;1;1;20140812;1
32403510;01AA926             ;0;1;1;20140812;1
32403511;0447585A            ;0;1;1;20140812;1
32403512;0431372B1           ;0;1;1;20140812;1
32403513;0437229A            ;0;2;2;20140812;2
32403514;0217310             ;0;1;1;20140812;1
32403515;0434397A4           ;0;1;1;20140812;1
32403516;0211890             ;0;1;1;20140812;1
32403517;01A4531A            ;0;1;1;20140812;1
32403518;0566066             ;1;1;2;20140812;2
32403519;01A30662            ;0;1;1;20140812;1
32403520;0432365             ;0;1;1;20140812;1
32403521;0448971A            ;0;1;1;20140812;1
32403522;shop_97066          ;0;1;1;20140812;1
32403523;0215396B            ;0;1;1;20140812;1
32403524;0446153             ;0;1;1;20140812;1
32403525;01A6652             ;0;3;3;20140812;3
32403526;Y5-0066A            ;1;1;2;20140812;2
32403527;Y5-0009B            ;0;1;1;20140812;1
32403528;Y1-0291A            ;0;1;1;20140812;1
32403529;shop_98594          ;0;1;1;20140812;1
32403530;0214344A            ;1;1;2;20140812;2
32403531;01A6504             ;0;1;1;20140812;1
32403532;Y2-0038             ;4;1;5;20140812;5
32403533;Y3-0298             ;0;1;1;20140812;1
32403534;shop_112243         ;1;1;2;20140812;2
32403535;0324133             ;0;1;1;20140812;1
32403536;01A8573             ;0;1;1;20140812;1
32403537;shop_115068         ;0;3;3;20140812;2
32403538;0215497             ;0;2;2;20140812;2
32403539;0447282             ;0;1;1;20140812;1
32403540;0327249             ;2;2;4;20140812;2
32403541;0449373             ;0;1;1;20140812;1
32403542;0568946             ;2;2;4;20140812;4
32403543;shop_114663         ;1;1;2;20140812;2
32403544;0442118A            ;0;5;5;20140812;4
32403545;0435025A01          ;0;1;1;20140812;1
32403546;NM201197            ;0;1;1;20140812;1
32403547;shop_99370          ;0;1;1;20140812;1
32403548;0216546             ;0;1;1;20140812;1
32403549;shop_104781         ;0;1;1;20140812;1
32403550;0442494             ;0;1;1;20140812;1
32403551;01A9167             ;1;1;2;20140812;2
32403552;shop_126039         ;0;1;1;20140812;1
32403553;01A2307A            ;2;1;3;20140812;3
32403554;shop_126154         ;0;1;1;20140812;1
32403555;0440807A            ;0;1;1;20140812;1
32403556;01F2-038            ;0;1;1;20140812;1
32403557;0216201             ;0;1;1;20140812;1
32403558;01AAA38             ;1;1;2;20140812;2
32403559;0210980             ;0;1;1;20140812;1
32403560;0447879             ;0;1;1;20140812;1
32403561;shop_98512          ;0;1;1;20140812;1
32403562;Y3-0112             ;1;1;2;20140812;2
32403563;01A3359B            ;2;1;3;20140812;3
32403564;0212222             ;0;2;2;20140812;1
32403565;01A4303A2           ;0;1;1;20140812;1
32403566;01A37791            ;0;1;1;20140812;1
32403567;0438701             ;0;1;1;20140812;1
32403568;0431708             ;0;1;1;20140812;1
32403569;0430347A            ;0;1;1;20140812;1
32403570;03219901            ;1;1;2;20140812;2
32403571;0324808B            ;0;2;2;20140812;2
32403572;02124931            ;0;1;1;20140812;1
32403573;01A3872A            ;0;1;1;20140812;1
32403574;0441935             ;0;2;2;20140812;1
32403575;01A6392             ;0;1;1;20140812;1
32403576;0210435A            ;0;1;1;20140812;1
32403577;0448776             ;0;1;1;20140812;1
32403578;shop_96691          ;0;1;1;20140812;1
32403579;01A5089             ;1;1;2;20140812;2
32403580;shop_117956         ;0;1;1;20140812;1
32403581;0440998A            ;0;1;1;20140812;1
32403582;shop_116919         ;0;1;1;20140812;1
32403583;0435817             ;0;1;1;20140812;1
32403584;01A8295A            ;2;1;3;20140812;2
32403585;01A4435             ;1;2;3;20140812;2
32403586;0438084A            ;0;1;1;20140812;1
32403587;01AA736             ;0;1;1;20140812;1
32403588;0440492             ;0;1;1;20140812;1
32403589;0445344             ;0;11;11;20140812;1
32403590;01AA907A            ;0;1;1;20140812;1
32403591;0446955             ;0;1;1;20140812;1
32403592;0435635             ;0;1;1;20140812;1
32403593;shop_111253         ;0;1;1;20140812;1
32403594;0568942A            ;0;3;3;20140812;1
32403595;01AA900A            ;1;1;2;20140812;2
32403596;01A6675B            ;1;1;2;20140812;2
